year,month,county,party,registered,source_url
2025,7,CECIL,Republican,36108,local://MSR-2025_07.pdf
2025,7,CHARLES,Republican,23798,local://MSR-2025_07.pdf
2025,7,DORCHESTER,Republican,9704,local://MSR-2025_07.pdf
2025,7,FREDERICK,Republican,69802,local://MSR-2025_07.pdf
2025,7,GARRETT,Republican,14130,local://MSR-2025_07.pdf
2025,7,HARFORD,Republican,82706,local://MSR-2025_07.pdf
2025,7,HOWARD,Republican,48902,local://MSR-2025_07.pdf
2025,7,KENT,Republican,5563,local://MSR-2025_07.pdf
2025,7,MONTGOMERY,Republican,102206,local://MSR-2025_07.pdf
2025,7,PR. GEORGE'S,Republican,42612,local://MSR-2025_07.pdf
2025,7,QUEEN ANNE'S,Republican,20999,local://MSR-2025_07.pdf
2025,7,ST. MARY'S,Republican,33711,local://MSR-2025_07.pdf
2025,7,SOMERSET,Republican,6395,local://MSR-2025_07.pdf
2025,7,TALBOT,Republican,11714,local://MSR-2025_07.pdf
2025,7,WASHINGTON,Republican,45480,local://MSR-2025_07.pdf
2025,7,WICOMICO,Republican,24808,local://MSR-2025_07.pdf
2025,7,WORCESTER,Republican,20234,local://MSR-2025_07.pdf
2025,7,ALLEGANY,Green,56,local://MSR-2025_07.pdf
2025,7,ANNE ARUNDEL,Green,491,local://MSR-2025_07.pdf
2025,7,BALTIMORE CITY,Green,813,local://MSR-2025_07.pdf
2025,7,BALTIMORE CO.,Green,779,local://MSR-2025_07.pdf
2025,7,CALVERT,Green,67,local://MSR-2025_07.pdf
2025,7,CAROLINE,Green,29,local://MSR-2025_07.pdf
2025,7,CARROLL,Green,147,local://MSR-2025_07.pdf
2025,7,CECIL,Green,81,local://MSR-2025_07.pdf
2025,7,CHARLES,Green,131,local://MSR-2025_07.pdf
2025,7,DORCHESTER,Green,18,local://MSR-2025_07.pdf
2025,7,FREDERICK,Green,256,local://MSR-2025_07.pdf
2025,7,GARRETT,Green,18,local://MSR-2025_07.pdf
2025,7,HARFORD,Green,184,local://MSR-2025_07.pdf
2025,7,HOWARD,Green,316,local://MSR-2025_07.pdf
2025,7,KENT,Green,14,local://MSR-2025_07.pdf
2025,7,MONTGOMERY,Green,990,local://MSR-2025_07.pdf
2025,7,PR. GEORGE'S,Green,762,local://MSR-2025_07.pdf
2025,7,QUEEN ANNE'S,Green,49,local://MSR-2025_07.pdf
2025,7,ST. MARY'S,Green,69,local://MSR-2025_07.pdf
2025,7,SOMERSET,Green,17,local://MSR-2025_07.pdf
2025,7,TALBOT,Green,22,local://MSR-2025_07.pdf
2025,7,WASHINGTON,Green,142,local://MSR-2025_07.pdf
2025,7,WICOMICO,Green,80,local://MSR-2025_07.pdf
2025,7,WORCESTER,Green,44,local://MSR-2025_07.pdf
2025,7,ALLEGANY,Working Class,57,local://MSR-2025_07.pdf
2025,7,ANNE ARUNDEL,Working Class,301,local://MSR-2025_07.pdf
2025,7,BALTIMORE CITY,Working Class,497,local://MSR-2025_07.pdf
2025,7,BALTIMORE CO.,Working Class,490,local://MSR-2025_07.pdf
2025,7,CALVERT,Working Class,41,local://MSR-2025_07.pdf
2025,7,CAROLINE,Working Class,27,local://MSR-2025_07.pdf
2025,7,CARROLL,Working Class,71,local://MSR-2025_07.pdf
2025,7,CECIL,Working Class,82,local://MSR-2025_07.pdf
2025,7,CHARLES,Working Class,111,local://MSR-2025_07.pdf
2025,7,DORCHESTER,Working Class,29,local://MSR-2025_07.pdf
2025,7,FREDERICK,Working Class,140,local://MSR-2025_07.pdf
2025,7,GARRETT,Working Class,14,local://MSR-2025_07.pdf
2025,7,HARFORD,Working Class,168,local://MSR-2025_07.pdf
2025,7,HOWARD,Working Class,96,local://MSR-2025_07.pdf
2025,7,KENT,Working Class,14,local://MSR-2025_07.pdf
2025,7,MONTGOMERY,Working Class,319,local://MSR-2025_07.pdf
2025,7,PR. GEORGE'S,Working Class,458,local://MSR-2025_07.pdf
2025,7,QUEEN ANNE'S,Working Class,28,local://MSR-2025_07.pdf
2025,7,ST. MARY'S,Working Class,62,local://MSR-2025_07.pdf
2025,7,SOMERSET,Working Class,18,local://MSR-2025_07.pdf
2025,7,TALBOT,Working Class,10,local://MSR-2025_07.pdf
2025,7,WASHINGTON,Working Class,113,local://MSR-2025_07.pdf
2025,7,WICOMICO,Working Class,83,local://MSR-2025_07.pdf
2025,7,WORCESTER,Working Class,27,local://MSR-2025_07.pdf
2025,7,ALLEGANY,Unaffiliated,9245,local://MSR-2025_07.pdf
2025,7,ANNE ARUNDEL,Unaffiliated,109337,local://MSR-2025_07.pdf
2025,7,BALTIMORE CITY,Unaffiliated,68866,local://MSR-2025_07.pdf
2025,7,BALTIMORE CO.,Unaffiliated,125121,local://MSR-2025_07.pdf
2025,7,CALVERT,Unaffiliated,17214,local://MSR-2025_07.pdf
2025,7,CAROLINE,Unaffiliated,5133,local://MSR-2025_07.pdf
2025,7,CARROLL,Unaffiliated,31506,local://MSR-2025_07.pdf
2025,7,CECIL,Unaffiliated,17806,local://MSR-2025_07.pdf
2025,7,CHARLES,Unaffiliated,26624,local://MSR-2025_07.pdf
2025,7,DORCHESTER,Unaffiliated,4519,local://MSR-2025_07.pdf
2025,7,FREDERICK,Unaffiliated,56751,local://MSR-2025_07.pdf
2025,7,GARRETT,Unaffiliated,3234,local://MSR-2025_07.pdf
2025,7,HARFORD,Unaffiliated,47102,local://MSR-2025_07.pdf
2025,7,HOWARD,Unaffiliated,66163,local://MSR-2025_07.pdf
2025,7,KENT,Unaffiliated,2911,local://MSR-2025_07.pdf
2025,7,MONTGOMERY,Unaffiliated,183845,local://MSR-2025_07.pdf
2025,7,PR. GEORGE'S,Unaffiliated,108613,local://MSR-2025_07.pdf
2025,7,QUEEN ANNE'S,Unaffiliated,9324,local://MSR-2025_07.pdf
2025,7,ST. MARY'S,Unaffiliated,18913,local://MSR-2025_07.pdf
2025,7,SOMERSET,Unaffiliated,2669,local://MSR-2025_07.pdf
2025,7,TALBOT,Unaffiliated,6142,local://MSR-2025_07.pdf
2025,7,WASHINGTON,Unaffiliated,25238,local://MSR-2025_07.pdf
2025,7,WICOMICO,Unaffiliated,15841,local://MSR-2025_07.pdf
2025,7,WORCESTER,Unaffiliated,9554,local://MSR-2025_07.pdf
2025,7,ALLEGANY,Other,770,local://MSR-2025_07.pdf
2025,7,ANNE ARUNDEL,Other,6636,local://MSR-2025_07.pdf
2025,7,BALTIMORE CITY,Other,6795,local://MSR-2025_07.pdf
2025,7,BALTIMORE CO.,Other,10207,local://MSR-2025_07.pdf
2025,7,CALVERT,Other,1153,local://MSR-2025_07.pdf
2025,7,CAROLINE,Other,378,local://MSR-2025_07.pdf
2025,7,CARROLL,Other,2086,local://MSR-2025_07.pdf
2025,7,CECIL,Other,1324,local://MSR-2025_07.pdf
2025,7,CHARLES,Other,1671,local://MSR-2025_07.pdf
2025,7,DORCHESTER,Other,385,local://MSR-2025_07.pdf
2025,7,FREDERICK,Other,2915,local://MSR-2025_07.pdf
2025,7,GARRETT,Other,296,local://MSR-2025_07.pdf
2025,7,HARFORD,Other,3418,local://MSR-2025_07.pdf
2025,7,HOWARD,Other,3477,local://MSR-2025_07.pdf
2025,7,KENT,Other,211,local://MSR-2025_07.pdf
2025,7,MONTGOMERY,Other,9755,local://MSR-2025_07.pdf
2025,7,PR. GEORGE'S,Other,14188,local://MSR-2025_07.pdf
2025,7,QUEEN ANNE'S,Other,613,local://MSR-2025_07.pdf
2025,7,ST. MARY'S,Other,1270,local://MSR-2025_07.pdf
2025,7,SOMERSET,Other,240,local://MSR-2025_07.pdf
2025,7,TALBOT,Other,440,local://MSR-2025_07.pdf
2025,7,WASHINGTON,Other,1676,local://MSR-2025_07.pdf
2025,7,WICOMICO,Other,1277,local://MSR-2025_07.pdf
2025,7,WORCESTER,Other,806,local://MSR-2025_07.pdf
2025,8,ALLEGANY,Democratic,10847,local://MSR-2025_08.pdf
2025,8,ANNE ARUNDEL,Democratic,173820,local://MSR-2025_08.pdf
2025,8,BALTIMORE CITY,Democratic,301189,local://MSR-2025_08.pdf
2025,8,BALTIMORE CO.,Democratic,308952,local://MSR-2025_08.pdf
2025,8,CALVERT,Democratic,23508,local://MSR-2025_08.pdf
2025,8,CAROLINE,Democratic,5985,local://MSR-2025_08.pdf
2025,8,CARROLL,Democratic,33158,local://MSR-2025_08.pdf
2025,8,CECIL,Democratic,18998,local://MSR-2025_08.pdf
2025,8,CHARLES,Democratic,77255,local://MSR-2025_08.pdf
2025,8,DORCHESTER,Democratic,9497,local://MSR-2025_08.pdf
2025,8,FREDERICK,Democratic,79567,local://MSR-2025_08.pdf
2025,8,GARRETT,Democratic,3436,local://MSR-2025_08.pdf
2025,8,HARFORD,Democratic,64693,local://MSR-2025_08.pdf
2025,8,HOWARD,Democratic,123669,local://MSR-2025_08.pdf
2025,8,KENT,Democratic,5684,local://MSR-2025_08.pdf
2025,8,MONTGOMERY,Democratic,408388,local://MSR-2025_08.pdf
2025,8,PR. GEORGE'S,Democratic,461170,local://MSR-2025_08.pdf
2025,8,QUEEN ANNE'S,Democratic,11367,local://MSR-2025_08.pdf
2025,8,ST. MARY'S,Democratic,25056,local://MSR-2025_08.pdf
2025,8,SOMERSET,Democratic,5362,local://MSR-2025_08.pdf
2025,8,TALBOT,Democratic,10421,local://MSR-2025_08.pdf
2025,8,WASHINGTON,Democratic,30704,local://MSR-2025_08.pdf
2025,8,WICOMICO,Democratic,26186,local://MSR-2025_08.pdf
2025,8,WORCESTER,Democratic,13564,local://MSR-2025_08.pdf
2025,8,ALLEGANY,Republican,23738,local://MSR-2025_08.pdf
2025,8,ANNE ARUNDEL,Republican,130940,local://MSR-2025_08.pdf
2025,8,BALTIMORE CITY,Republican,30230,local://MSR-2025_08.pdf
2025,8,BALTIMORE CO.,Republican,141702,local://MSR-2025_08.pdf
2025,8,CALVERT,Republican,29119,local://MSR-2025_08.pdf
2025,8,CAROLINE,Republican,11304,local://MSR-2025_08.pdf
2025,8,CARROLL,Republican,64626,local://MSR-2025_08.pdf
2025,8,CECIL,Republican,36136,local://MSR-2025_08.pdf
2025,8,CHARLES,Republican,23833,local://MSR-2025_08.pdf
2025,8,DORCHESTER,Republican,9714,local://MSR-2025_08.pdf
2025,8,FREDERICK,Republican,69837,local://MSR-2025_08.pdf
2025,8,GARRETT,Republican,14129,local://MSR-2025_08.pdf
2025,8,HARFORD,Republican,82773,local://MSR-2025_08.pdf
2025,8,HOWARD,Republican,48830,local://MSR-2025_08.pdf
2025,8,KENT,Republican,5582,local://MSR-2025_08.pdf
2025,8,MONTGOMERY,Republican,102059,local://MSR-2025_08.pdf
2025,8,PR. GEORGE'S,Republican,42591,local://MSR-2025_08.pdf
2025,8,QUEEN ANNE'S,Republican,21008,local://MSR-2025_08.pdf
2025,8,ST. MARY'S,Republican,33744,local://MSR-2025_08.pdf
2025,8,SOMERSET,Republican,6405,local://MSR-2025_08.pdf
2025,8,TALBOT,Republican,11701,local://MSR-2025_08.pdf
2025,8,WASHINGTON,Republican,45519,local://MSR-2025_08.pdf
2025,8,WICOMICO,Republican,24811,local://MSR-2025_08.pdf
2025,8,WORCESTER,Republican,20279,local://MSR-2025_08.pdf
2025,8,ALLEGANY,Green,57,local://MSR-2025_08.pdf
2025,8,ANNE ARUNDEL,Green,497,local://MSR-2025_08.pdf
2025,8,BALTIMORE CITY,Green,815,local://MSR-2025_08.pdf
2025,8,BALTIMORE CO.,Green,788,local://MSR-2025_08.pdf
2025,8,CALVERT,Green,67,local://MSR-2025_08.pdf
2025,8,CAROLINE,Green,29,local://MSR-2025_08.pdf
2025,8,CARROLL,Green,149,local://MSR-2025_08.pdf
2025,8,CECIL,Green,80,local://MSR-2025_08.pdf
2025,8,CHARLES,Green,131,local://MSR-2025_08.pdf
2025,8,DORCHESTER,Green,19,local://MSR-2025_08.pdf
2025,8,FREDERICK,Green,263,local://MSR-2025_08.pdf
2025,8,GARRETT,Green,18,local://MSR-2025_08.pdf
2025,8,HARFORD,Green,187,local://MSR-2025_08.pdf
2025,8,HOWARD,Green,317,local://MSR-2025_08.pdf
2025,8,KENT,Green,14,local://MSR-2025_08.pdf
2025,8,MONTGOMERY,Green,993,local://MSR-2025_08.pdf
2025,8,PR. GEORGE'S,Green,768,local://MSR-2025_08.pdf
2025,8,QUEEN ANNE'S,Green,50,local://MSR-2025_08.pdf
2025,8,ST. MARY'S,Green,72,local://MSR-2025_08.pdf
2025,8,SOMERSET,Green,16,local://MSR-2025_08.pdf
2025,8,TALBOT,Green,22,local://MSR-2025_08.pdf
2025,8,WASHINGTON,Green,145,local://MSR-2025_08.pdf
2025,8,WICOMICO,Green,81,local://MSR-2025_08.pdf
2025,8,WORCESTER,Green,46,local://MSR-2025_08.pdf
2025,8,ALLEGANY,Working Class,58,local://MSR-2025_08.pdf
2025,8,ANNE ARUNDEL,Working Class,307,local://MSR-2025_08.pdf
2025,8,BALTIMORE CITY,Working Class,512,local://MSR-2025_08.pdf
2025,8,BALTIMORE CO.,Working Class,517,local://MSR-2025_08.pdf
2025,8,CALVERT,Working Class,45,local://MSR-2025_08.pdf
2025,8,CAROLINE,Working Class,27,local://MSR-2025_08.pdf
2025,8,CARROLL,Working Class,74,local://MSR-2025_08.pdf
2025,8,CECIL,Working Class,91,local://MSR-2025_08.pdf
2025,8,CHARLES,Working Class,117,local://MSR-2025_08.pdf
2025,8,DORCHESTER,Working Class,29,local://MSR-2025_08.pdf
2025,8,FREDERICK,Working Class,149,local://MSR-2025_08.pdf
2025,8,GARRETT,Working Class,14,local://MSR-2025_08.pdf
2025,8,HARFORD,Working Class,170,local://MSR-2025_08.pdf
2025,8,HOWARD,Working Class,101,local://MSR-2025_08.pdf
2025,8,KENT,Working Class,14,local://MSR-2025_08.pdf
2025,8,MONTGOMERY,Working Class,336,local://MSR-2025_08.pdf
2025,8,PR. GEORGE'S,Working Class,473,local://MSR-2025_08.pdf
2025,8,QUEEN ANNE'S,Working Class,28,local://MSR-2025_08.pdf
2025,8,ST. MARY'S,Working Class,64,local://MSR-2025_08.pdf
2025,8,SOMERSET,Working Class,19,local://MSR-2025_08.pdf
2025,8,TALBOT,Working Class,12,local://MSR-2025_08.pdf
2025,8,WASHINGTON,Working Class,113,local://MSR-2025_08.pdf
2025,8,WICOMICO,Working Class,87,local://MSR-2025_08.pdf
2025,8,WORCESTER,Working Class,27,local://MSR-2025_08.pdf
2025,8,ALLEGANY,Unaffiliated,9272,local://MSR-2025_08.pdf
2025,8,ANNE ARUNDEL,Unaffiliated,109658,local://MSR-2025_08.pdf
2025,8,BALTIMORE CITY,Unaffiliated,69299,local://MSR-2025_08.pdf
2025,8,BALTIMORE CO.,Unaffiliated,125736,local://MSR-2025_08.pdf
2025,8,CALVERT,Unaffiliated,17306,local://MSR-2025_08.pdf
2025,8,CAROLINE,Unaffiliated,5147,local://MSR-2025_08.pdf
2025,8,CARROLL,Unaffiliated,31558,local://MSR-2025_08.pdf
2025,8,CECIL,Unaffiliated,17918,local://MSR-2025_08.pdf
2025,8,CHARLES,Unaffiliated,26813,local://MSR-2025_08.pdf
2025,8,DORCHESTER,Unaffiliated,4536,local://MSR-2025_08.pdf
2025,8,FREDERICK,Unaffiliated,56936,local://MSR-2025_08.pdf
2025,8,GARRETT,Unaffiliated,3261,local://MSR-2025_08.pdf
2025,8,HARFORD,Unaffiliated,47293,local://MSR-2025_08.pdf
2025,8,HOWARD,Unaffiliated,66504,local://MSR-2025_08.pdf
2025,8,KENT,Unaffiliated,2938,local://MSR-2025_08.pdf
2025,8,MONTGOMERY,Unaffiliated,184574,local://MSR-2025_08.pdf
2025,8,PR. GEORGE'S,Unaffiliated,109164,local://MSR-2025_08.pdf
2025,8,QUEEN ANNE'S,Unaffiliated,9382,local://MSR-2025_08.pdf
2025,8,ST. MARY'S,Unaffiliated,19035,local://MSR-2025_08.pdf
2025,8,SOMERSET,Unaffiliated,2695,local://MSR-2025_08.pdf
2025,8,TALBOT,Unaffiliated,6157,local://MSR-2025_08.pdf
2025,8,WASHINGTON,Unaffiliated,25402,local://MSR-2025_08.pdf
2025,8,WICOMICO,Unaffiliated,15925,local://MSR-2025_08.pdf
2025,8,WORCESTER,Unaffiliated,9601,local://MSR-2025_08.pdf
2025,8,ALLEGANY,Other,767,local://MSR-2025_08.pdf
2025,8,ANNE ARUNDEL,Other,6758,local://MSR-2025_08.pdf
2025,8,BALTIMORE CITY,Other,6802,local://MSR-2025_08.pdf
2025,8,BALTIMORE CO.,Other,10195,local://MSR-2025_08.pdf
2025,8,CALVERT,Other,1153,local://MSR-2025_08.pdf
2025,8,CAROLINE,Other,380,local://MSR-2025_08.pdf
2025,8,CARROLL,Other,2072,local://MSR-2025_08.pdf
2025,8,CECIL,Other,1318,local://MSR-2025_08.pdf
2025,8,CHARLES,Other,1675,local://MSR-2025_08.pdf
2025,8,DORCHESTER,Other,384,local://MSR-2025_08.pdf
2025,8,FREDERICK,Other,2914,local://MSR-2025_08.pdf
2025,8,GARRETT,Other,296,local://MSR-2025_08.pdf
2025,8,HARFORD,Other,3423,local://MSR-2025_08.pdf
2025,8,HOWARD,Other,3473,local://MSR-2025_08.pdf
2025,8,KENT,Other,211,local://MSR-2025_08.pdf
2025,8,MONTGOMERY,Other,9747,local://MSR-2025_08.pdf
2025,8,PR. GEORGE'S,Other,14191,local://MSR-2025_08.pdf
2025,8,QUEEN ANNE'S,Other,618,local://MSR-2025_08.pdf
2025,8,ST. MARY'S,Other,1269,local://MSR-2025_08.pdf
2025,8,SOMERSET,Other,240,local://MSR-2025_08.pdf
2025,8,TALBOT,Other,436,local://MSR-2025_08.pdf
2025,8,WASHINGTON,Other,1671,local://MSR-2025_08.pdf
2025,8,WICOMICO,Other,1276,local://MSR-2025_08.pdf
2025,8,WORCESTER,Other,805,local://MSR-2025_08.pdf
2025,9,ALLEGANY,Democratic,10829,local://MSR-2025_09.pdf
2025,9,ANNE ARUNDEL,Democratic,173167,local://MSR-2025_09.pdf
2025,9,BALTIMORE CITY,Democratic,300088,local://MSR-2025_09.pdf
2025,9,BALTIMORE CO.,Democratic,308070,local://MSR-2025_09.pdf
2025,9,CALVERT,Democratic,23394,local://MSR-2025_09.pdf
2025,9,CAROLINE,Democratic,5966,local://MSR-2025_09.pdf
2025,9,CARROLL,Democratic,33120,local://MSR-2025_09.pdf
2025,9,CECIL,Democratic,18880,local://MSR-2025_09.pdf
2025,9,CHARLES,Democratic,77052,local://MSR-2025_09.pdf
2025,9,DORCHESTER,Democratic,9474,local://MSR-2025_09.pdf
2025,9,FREDERICK,Democratic,78897,local://MSR-2025_09.pdf
2025,9,GARRETT,Democratic,3419,local://MSR-2025_09.pdf
2025,9,HARFORD,Democratic,64559,local://MSR-2025_09.pdf
2025,9,HOWARD,Democratic,123193,local://MSR-2025_09.pdf
2025,9,KENT,Democratic,5658,local://MSR-2025_09.pdf
2025,9,MONTGOMERY,Democratic,406497,local://MSR-2025_09.pdf
2025,9,PR. GEORGE'S,Democratic,459965,local://MSR-2025_09.pdf
2025,9,QUEEN ANNE'S,Democratic,11373,local://MSR-2025_09.pdf
2025,9,ST. MARY'S,Democratic,24945,local://MSR-2025_09.pdf
2025,9,SOMERSET,Democratic,5341,local://MSR-2025_09.pdf
2025,9,TALBOT,Democratic,10427,local://MSR-2025_09.pdf
2025,9,WASHINGTON,Democratic,30611,local://MSR-2025_09.pdf
2025,9,WICOMICO,Democratic,26102,local://MSR-2025_09.pdf
2025,9,WORCESTER,Democratic,13547,local://MSR-2025_09.pdf
2025,9,ALLEGANY,Republican,23762,local://MSR-2025_09.pdf
2025,9,ANNE ARUNDEL,Republican,130362,local://MSR-2025_09.pdf
2025,9,BALTIMORE CITY,Republican,30188,local://MSR-2025_09.pdf
2025,9,BALTIMORE CO.,Republican,141386,local://MSR-2025_09.pdf
2025,9,CALVERT,Republican,29016,local://MSR-2025_09.pdf
2025,9,CAROLINE,Republican,11307,local://MSR-2025_09.pdf
2025,9,CARROLL,Republican,64614,local://MSR-2025_09.pdf
2025,9,CECIL,Republican,36065,local://MSR-2025_09.pdf
2025,9,CHARLES,Republican,23711,local://MSR-2025_09.pdf
2025,9,DORCHESTER,Republican,9721,local://MSR-2025_09.pdf
2025,9,FREDERICK,Republican,69356,local://MSR-2025_09.pdf
2025,9,GARRETT,Republican,14112,local://MSR-2025_09.pdf
2025,9,HARFORD,Republican,82635,local://MSR-2025_09.pdf
2025,9,HOWARD,Republican,48551,local://MSR-2025_09.pdf
2025,9,KENT,Republican,5567,local://MSR-2025_09.pdf
2025,9,MONTGOMERY,Republican,101619,local://MSR-2025_09.pdf
2025,9,PR. GEORGE'S,Republican,42480,local://MSR-2025_09.pdf
2025,9,QUEEN ANNE'S,Republican,21043,local://MSR-2025_09.pdf
2025,9,ST. MARY'S,Republican,33643,local://MSR-2025_09.pdf
2025,9,SOMERSET,Republican,6384,local://MSR-2025_09.pdf
2025,9,TALBOT,Republican,11714,local://MSR-2025_09.pdf
2025,9,WASHINGTON,Republican,45432,local://MSR-2025_09.pdf
2025,9,WICOMICO,Republican,24747,local://MSR-2025_09.pdf
2025,9,WORCESTER,Republican,20297,local://MSR-2025_09.pdf
2025,9,ALLEGANY,Green,57,local://MSR-2025_09.pdf
2025,9,ANNE ARUNDEL,Green,505,local://MSR-2025_09.pdf
2025,9,BALTIMORE CITY,Green,825,local://MSR-2025_09.pdf
2025,9,BALTIMORE CO.,Green,792,local://MSR-2025_09.pdf
2025,9,CALVERT,Green,69,local://MSR-2025_09.pdf
2025,9,CAROLINE,Green,33,local://MSR-2025_09.pdf
2025,9,CARROLL,Green,148,local://MSR-2025_09.pdf
2025,9,CECIL,Green,82,local://MSR-2025_09.pdf
2025,9,CHARLES,Green,135,local://MSR-2025_09.pdf
2025,9,DORCHESTER,Green,20,local://MSR-2025_09.pdf
2025,9,FREDERICK,Green,268,local://MSR-2025_09.pdf
2025,9,GARRETT,Green,18,local://MSR-2025_09.pdf
2025,9,HARFORD,Green,187,local://MSR-2025_09.pdf
2025,9,HOWARD,Green,330,local://MSR-2025_09.pdf
2025,9,KENT,Green,15,local://MSR-2025_09.pdf
2025,9,MONTGOMERY,Green,1023,local://MSR-2025_09.pdf
2025,9,PR. GEORGE'S,Green,789,local://MSR-2025_09.pdf
2025,9,QUEEN ANNE'S,Green,48,local://MSR-2025_09.pdf
2025,9,ST. MARY'S,Green,77,local://MSR-2025_09.pdf
2025,9,SOMERSET,Green,16,local://MSR-2025_09.pdf
2025,9,TALBOT,Green,21,local://MSR-2025_09.pdf
2025,9,WASHINGTON,Green,147,local://MSR-2025_09.pdf
2025,9,WICOMICO,Green,80,local://MSR-2025_09.pdf
2025,9,WORCESTER,Green,47,local://MSR-2025_09.pdf
2025,9,ALLEGANY,Working Class,64,local://MSR-2025_09.pdf
2025,9,ANNE ARUNDEL,Working Class,314,local://MSR-2025_09.pdf
2025,9,BALTIMORE CITY,Working Class,548,local://MSR-2025_09.pdf
2025,9,BALTIMORE CO.,Working Class,541,local://MSR-2025_09.pdf
2025,9,CALVERT,Working Class,46,local://MSR-2025_09.pdf
2025,9,CAROLINE,Working Class,29,local://MSR-2025_09.pdf
2025,9,CARROLL,Working Class,78,local://MSR-2025_09.pdf
2025,9,CECIL,Working Class,94,local://MSR-2025_09.pdf
2025,9,CHARLES,Working Class,120,local://MSR-2025_09.pdf
2025,9,DORCHESTER,Working Class,30,local://MSR-2025_09.pdf
2025,9,FREDERICK,Working Class,154,local://MSR-2025_09.pdf
2025,9,GARRETT,Working Class,14,local://MSR-2025_09.pdf
2025,9,HARFORD,Working Class,174,local://MSR-2025_09.pdf
2025,9,HOWARD,Working Class,105,local://MSR-2025_09.pdf
2025,9,KENT,Working Class,14,local://MSR-2025_09.pdf
2025,9,MONTGOMERY,Working Class,358,local://MSR-2025_09.pdf
2025,9,PR. GEORGE'S,Working Class,513,local://MSR-2025_09.pdf
2025,9,QUEEN ANNE'S,Working Class,31,local://MSR-2025_09.pdf
2025,9,ST. MARY'S,Working Class,64,local://MSR-2025_09.pdf
2025,9,SOMERSET,Working Class,20,local://MSR-2025_09.pdf
2025,9,TALBOT,Working Class,12,local://MSR-2025_09.pdf
2025,9,WASHINGTON,Working Class,118,local://MSR-2025_09.pdf
2025,9,WICOMICO,Working Class,91,local://MSR-2025_09.pdf
2025,9,WORCESTER,Working Class,27,local://MSR-2025_09.pdf
2025,9,ALLEGANY,Unaffiliated,9326,local://MSR-2025_09.pdf
2025,9,ANNE ARUNDEL,Unaffiliated,109566,local://MSR-2025_09.pdf
2025,9,BALTIMORE CITY,Unaffiliated,69420,local://MSR-2025_09.pdf
2025,9,BALTIMORE CO.,Unaffiliated,125953,local://MSR-2025_09.pdf
2025,9,CALVERT,Unaffiliated,17280,local://MSR-2025_09.pdf
2025,9,CAROLINE,Unaffiliated,5174,local://MSR-2025_09.pdf
2025,9,CARROLL,Unaffiliated,31687,local://MSR-2025_09.pdf
2025,9,CECIL,Unaffiliated,17908,local://MSR-2025_09.pdf
2025,9,CHARLES,Unaffiliated,26861,local://MSR-2025_09.pdf
2025,9,DORCHESTER,Unaffiliated,4543,local://MSR-2025_09.pdf
2025,9,FREDERICK,Unaffiliated,56684,local://MSR-2025_09.pdf
2025,9,GARRETT,Unaffiliated,3276,local://MSR-2025_09.pdf
2025,9,HARFORD,Unaffiliated,47357,local://MSR-2025_09.pdf
2025,9,HOWARD,Unaffiliated,66530,local://MSR-2025_09.pdf
2025,9,KENT,Unaffiliated,2942,local://MSR-2025_09.pdf
2025,9,MONTGOMERY,Unaffiliated,184871,local://MSR-2025_09.pdf
2025,9,PR. GEORGE'S,Unaffiliated,109903,local://MSR-2025_09.pdf
2025,9,QUEEN ANNE'S,Unaffiliated,9430,local://MSR-2025_09.pdf
2025,9,ST. MARY'S,Unaffiliated,19057,local://MSR-2025_09.pdf
2025,9,SOMERSET,Unaffiliated,2694,local://MSR-2025_09.pdf
2025,9,TALBOT,Unaffiliated,6194,local://MSR-2025_09.pdf
2025,9,WASHINGTON,Unaffiliated,25422,local://MSR-2025_09.pdf
2025,9,WICOMICO,Unaffiliated,15963,local://MSR-2025_09.pdf
2025,9,WORCESTER,Unaffiliated,9586,local://MSR-2025_09.pdf
2025,9,ALLEGANY,Other,763,local://MSR-2025_09.pdf
2025,9,ANNE ARUNDEL,Other,6782,local://MSR-2025_09.pdf
2025,9,BALTIMORE CITY,Other,6800,local://MSR-2025_09.pdf
2025,9,BALTIMORE CO.,Other,10139,local://MSR-2025_09.pdf
2025,9,CALVERT,Other,1139,local://MSR-2025_09.pdf
2025,9,CAROLINE,Other,371,local://MSR-2025_09.pdf
2025,9,CARROLL,Other,2067,local://MSR-2025_09.pdf
2025,9,CECIL,Other,1311,local://MSR-2025_09.pdf
2025,9,CHARLES,Other,1660,local://MSR-2025_09.pdf
2025,9,DORCHESTER,Other,384,local://MSR-2025_09.pdf
2025,9,FREDERICK,Other,2870,local://MSR-2025_09.pdf
2025,9,GARRETT,Other,295,local://MSR-2025_09.pdf
2025,9,HARFORD,Other,3392,local://MSR-2025_09.pdf
2025,9,HOWARD,Other,3448,local://MSR-2025_09.pdf
2025,9,KENT,Other,211,local://MSR-2025_09.pdf
2025,9,MONTGOMERY,Other,9679,local://MSR-2025_09.pdf
2025,9,PR. GEORGE'S,Other,14222,local://MSR-2025_09.pdf
2025,9,QUEEN ANNE'S,Other,619,local://MSR-2025_09.pdf
2025,9,ST. MARY'S,Other,1261,local://MSR-2025_09.pdf
2025,9,SOMERSET,Other,236,local://MSR-2025_09.pdf
2025,9,TALBOT,Other,438,local://MSR-2025_09.pdf
2025,9,WASHINGTON,Other,1659,local://MSR-2025_09.pdf
2025,9,WICOMICO,Other,1271,local://MSR-2025_09.pdf
